Prefix|Status|OriginAS|ROAAS|ROAPrefix|MaxLen
200.35.0.0/19|INVALID_WRONGASN|8048|22726|200.35.0.0/19|25
200.41.21.0/24|INVALID_WRONGASN|52444|3549|200.41.16.0/20|24
200.41.34.0/24|INVALID_WRONGASN|263230|3549|200.41.32.0/20|24
200.41.35.0/24|INVALID_WRONGASN|263230|3549|200.41.32.0/20|24
200.41.36.0/24|INVALID_WRONGASN|263230|3549|200.41.32.0/20|24
200.41.37.0/24|INVALID_WRONGASN|263230|3549|200.41.32.0/20|24
200.41.100.0/24|INVALID_WRONGASN|22411|3549|200.41.96.0/20|24
200.41.121.0/24|INVALID_WRONGASN|52444|3549|200.41.120.0/21|24
200.42.202.0/24|INVALID_WRONGASN|28118|12066|200.42.192.0/19|24
200.42.205.0/24|INVALID_WRONGASN|28118|12066|200.42.192.0/19|24
200.42.214.0/24|INVALID_WRONGASN|28118|12066|200.42.192.0/19|24
200.42.229.0/24|INVALID_WRONGASN|28118|12066|200.42.224.0/20|24
200.42.230.0/23|INVALID_WRONGASN|28118|12066|200.42.224.0/20|24
200.42.232.0/21|INVALID_WRONGASN|28118|12066|200.42.224.0/20|24
200.42.240.0/22|INVALID_WRONGASN|28118|12066|200.42.240.0/20|23
200.42.244.0/23|INVALID_WRONGASN|28118|12066|200.42.240.0/20|23
200.43.12.0/24|INVALID_WRONGASN|27976|7303|200.43.0.0/16|32
200.43.48.0/24|INVALID_WRONGASN|27827|7303|200.43.0.0/16|32
200.43.55.0/24|INVALID_WRONGASN|264691|7303|200.43.0.0/16|32
200.43.81.0/24|INVALID_WRONGASN|262231|7303|200.43.0.0/16|32
200.43.105.0/24|INVALID_WRONGASN|52279|7303|200.43.0.0/16|32
200.43.106.0/24|INVALID_WRONGASN|52279|7303|200.43.0.0/16|32
200.43.107.0/24|INVALID_WRONGASN|52279|7303|200.43.0.0/16|32
200.43.113.0/24|INVALID_WRONGASN|27787|7303|200.43.0.0/16|32
200.43.116.0/24|INVALID_WRONGASN|13514|7303|200.43.0.0/16|32
200.43.125.0/24|INVALID_WRONGASN|263181|7303|200.43.0.0/16|32
200.43.140.0/24|INVALID_WRONGASN|264691|7303|200.43.0.0/16|32
200.45.120.0/24|INVALID_WRONGASN|52279|7303|200.45.0.0/16|32
200.45.121.0/24|INVALID_WRONGASN|27976|7303|200.45.0.0/16|32
200.49.1.0/24|INVALID_WRONGASN|52444|3549|200.49.0.0/20|24
200.49.120.0/22|INVALID_MAXLEN|27960|27960|200.49.120.0/21|21
200.49.124.0/22|INVALID_MAXLEN|27960|27960|200.49.120.0/21|21
200.50.182.0/24|INVALID_WRONGASN|52507|264797|200.50.176.0/21|24
200.50.183.0/24|INVALID_WRONGASN|52507|264797|200.50.176.0/21|24
200.50.190.0/24|INVALID_WRONGASN|263766|10697|200.50.190.0/24|24
200.55.26.0/24|INVALID_WRONGASN|20207|3549|200.55.0.0/18|24
200.55.28.0/24|INVALID_WRONGASN|20207|3549|200.55.0.0/18|24
200.59.196.0/24|INVALID_WRONGASN|3356|7049|200.59.192.0/20|24
200.59.196.0/24|INVALID_WRONGASN|3549|7049|200.59.192.0/20|24
200.59.197.0/24|INVALID_WRONGASN|3356|7049|200.59.192.0/20|24
200.59.197.0/24|INVALID_WRONGASN|3549|7049|200.59.192.0/20|24
200.59.240.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.241.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.242.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.243.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.244.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.245.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.246.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.247.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.248.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.249.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.250.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.251.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.252.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.253.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.254.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.59.255.0/24|INVALID_MAXLEN|27751|27751|200.59.240.0/20|22
200.61.192.0/21|INVALID_WRONGASN|21590|7303|200.61.192.0/19|32
200.61.200.0/22|INVALID_WRONGASN|21590|7303|200.61.192.0/19|32
200.69.32.0/24|INVALID_MAXLEN|10617|10617|200.69.32.0/21|23
200.69.33.0/24|INVALID_MAXLEN|10617|10617|200.69.32.0/21|23
200.69.34.0/24|INVALID_MAXLEN|10617|10617|200.69.32.0/21|23
200.69.35.0/24|INVALID_MAXLEN|10617|10617|200.69.32.0/21|23
200.69.36.0/24|INVALID_MAXLEN|10617|10617|200.69.32.0/21|23
200.69.37.0/24|INVALID_MAXLEN|10617|10617|200.69.32.0/21|23
200.69.39.0/24|INVALID_MAXLEN|10617|10617|200.69.32.0/21|23
200.69.40.0/24|INVALID_MAXLEN|10617|10617|200.69.40.0/23|23
200.69.41.0/24|INVALID_MAXLEN|10617|10617|200.69.40.0/23|23
200.69.44.0/24|INVALID_MAXLEN|10617|10617|200.69.44.0/22|23
200.69.45.0/24|INVALID_MAXLEN|10617|10617|200.69.44.0/22|23
200.69.46.0/24|INVALID_MAXLEN|10617|10617|200.69.44.0/22|23
200.69.47.0/24|INVALID_MAXLEN|10617|10617|200.69.44.0/22|23
200.69.50.0/24|INVALID_MAXLEN|10617|10617|200.69.50.0/23|23
200.69.108.0/24|INVALID_WRONGASN|11581|19429|200.69.96.0/20|24
200.69.109.0/24|INVALID_WRONGASN|11581|19429|200.69.96.0/20|24
200.69.124.0/24|INVALID_WRONGASN|21578|19429|200.69.112.0/20|24
200.69.127.0/24|INVALID_WRONGASN|22368|19429|200.69.112.0/20|24
200.73.10.0/24|INVALID_WRONGASN|27965|18747|200.73.0.0/18|24
200.80.8.0/24|INVALID_WRONGASN|262216|18747|200.80.0.0/18|24
200.80.9.0/24|INVALID_WRONGASN|262216|18747|200.80.0.0/18|24
200.80.22.0/24|INVALID_WRONGASN|262216|18747|200.80.0.0/18|24
200.80.23.0/24|INVALID_WRONGASN|262216|18747|200.80.0.0/18|24
200.80.44.0/24|INVALID_WRONGASN|52270|18747|200.80.0.0/18|24
200.81.180.0/24|INVALID_MAXLEN|10617|10617|200.81.176.0/21|23
200.81.181.0/24|INVALID_MAXLEN|10617|10617|200.81.176.0/21|23
200.81.182.0/24|INVALID_MAXLEN|10617|10617|200.81.176.0/21|23
200.81.183.0/24|INVALID_MAXLEN|10617|10617|200.81.176.0/21|23
200.81.184.0/24|INVALID_MAXLEN|10617|10617|200.81.184.0/22|23
200.81.185.0/24|INVALID_MAXLEN|10617|10617|200.81.184.0/22|23
200.81.186.0/24|INVALID_MAXLEN|10617|10617|200.81.184.0/22|23
200.81.187.0/24|INVALID_MAXLEN|10617|10617|200.81.184.0/22|23
200.89.208.0/20|INVALID_MAXLEN|3816|7315|200.89.208.0/20|24
200.91.207.0/24|INVALID_WRONGASN|7087|18747|200.91.192.0/19|24
200.91.214.0/24|INVALID_WRONGASN|7087|18747|200.91.192.0/19|24
200.91.223.0/24|INVALID_WRONGASN|7087|18747|200.91.192.0/19|24
200.91.225.0/24|INVALID_WRONGASN|7087|18747|200.91.224.0/19|24
200.91.228.0/24|INVALID_WRONGASN|7087|18747|200.91.224.0/19|24
200.91.231.0/24|INVALID_WRONGASN|7087|18747|200.91.224.0/19|24
200.91.237.0/24|INVALID_WRONGASN|7087|18747|200.91.224.0/19|24
200.91.238.0/24|INVALID_WRONGASN|7087|18747|200.91.224.0/19|24
200.91.247.0/24|INVALID_WRONGASN|7087|18747|200.91.224.0/19|24
200.91.249.0/24|INVALID_WRONGASN|7087|18747|200.91.224.0/19|24
200.91.254.0/24|INVALID_WRONGASN|7087|18747|200.91.224.0/19|24
200.93.134.0/24|INVALID_WRONGASN|11581|19429|200.93.128.0/19|24
200.93.150.0/24|INVALID_WRONGASN|22368|19429|200.93.128.0/19|24
200.93.151.0/24|INVALID_WRONGASN|22368|19429|200.93.128.0/19|24
200.93.152.0/24|INVALID_WRONGASN|11581|19429|200.93.128.0/19|24
200.93.153.0/24|INVALID_WRONGASN|11581|19429|200.93.128.0/19|24
200.107.153.0/24|INVALID_WRONGASN|264684|6147|200.107.128.0/18|24
200.107.240.0/22|INVALID_WRONGASN|27882|27839|200.107.240.0/21|21
200.107.240.0/24|INVALID_WRONGASN|27882|27839|200.107.240.0/21|21
200.107.241.0/24|INVALID_WRONGASN|27882|27839|200.107.240.0/21|21
200.107.242.0/24|INVALID_WRONGASN|27882|27839|200.107.240.0/21|21
200.107.243.0/24|INVALID_WRONGASN|27882|27839|200.107.240.0/21|21
200.107.244.0/22|INVALID_WRONGASN|27882|27839|200.107.240.0/21|21
200.119.1.0/24|INVALID_WRONGASN|22368|19429|200.119.0.0/19|24
200.123.63.0/24|INVALID_WRONGASN|264716|7303|200.123.63.0/24|24
200.124.224.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.225.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.226.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.227.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.228.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.229.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.230.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.231.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.232.0/23|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.235.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.236.0/23|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.239.0/24|INVALID_WRONGASN|{27738}|27738|200.124.224.0/20|28
200.124.240.0/22|INVALID_WRONGASN|{27738}|27738|200.124.240.0/20|24
200.124.244.0/23|INVALID_WRONGASN|{27738}|27738|200.124.240.0/20|24
200.124.247.0/24|INVALID_WRONGASN|{27738}|27738|200.124.240.0/20|24
200.126.44.0/24|INVALID_WRONGASN|6471|264780|200.126.44.0/23|24
200.126.45.0/24|INVALID_WRONGASN|6471|264780|200.126.44.0/23|24
201.131.90.0/23|INVALID_WRONGASN|266736|27817|201.131.90.0/23|24
201.183.96.0/24|INVALID_WRONGASN|{27738}|27738|201.183.0.0/16|24
201.183.243.0/24|INVALID_WRONGASN|{27738}|27738|201.183.0.0/16|24
201.183.244.0/24|INVALID_WRONGASN|{27738}|27738|201.183.0.0/16|24
201.183.247.0/24|INVALID_WRONGASN|{27738}|27738|201.183.0.0/16|24
201.183.248.0/24|INVALID_WRONGASN|{27738}|27738|201.183.0.0/16|24
201.183.249.0/24|INVALID_WRONGASN|{27738}|27738|201.183.0.0/16|24
201.183.251.0/24|INVALID_WRONGASN|{27738}|27738|201.183.0.0/16|24
201.183.255.0/24|INVALID_WRONGASN|{27738}|27738|201.183.0.0/16|24
201.217.192.0/19|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.193.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.194.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.198.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.205.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.207.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.212.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.215.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.216.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.217.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.218.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.219.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.220.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.217.222.0/24|INVALID_WRONGASN|7087|18747|201.217.192.0/19|24
201.218.244.0/24|INVALID_WRONGASN|19905|21599|201.218.224.0/19|24
201.218.254.0/24|INVALID_WRONGASN|27959|21599|201.218.224.0/19|24
201.219.254.0/24|INVALID_WRONGASN|15562|2914|201.219.254.0/24|24
201.221.144.0/24|INVALID_WRONGASN|3816|22368|201.221.144.0/20|24
201.221.146.0/24|INVALID_WRONGASN|3816|22368|201.221.144.0/20|24
201.221.147.0/24|INVALID_WRONGASN|3816|22368|201.221.144.0/20|24
201.221.149.0/24|INVALID_WRONGASN|3816|22368|201.221.144.0/20|24
201.221.152.0/24|INVALID_WRONGASN|3816|22368|201.221.144.0/20|24
201.221.154.0/24|INVALID_WRONGASN|3816|22368|201.221.144.0/20|24
201.221.156.0/24|INVALID_WRONGASN|3816|22368|201.221.144.0/20|24
201.234.19.0/24|INVALID_WRONGASN|52255|3549|201.234.0.0/19|24
201.234.24.0/24|INVALID_WRONGASN|265758|3549|201.234.0.0/19|24
201.234.32.0/24|INVALID_WRONGASN|52444|3549|201.234.32.0/19|24
201.234.44.0/24|INVALID_WRONGASN|10753|3549|201.234.32.0/19|24
201.234.64.0/24|INVALID_WRONGASN|10753|3549|201.234.64.0/20|24
201.234.90.0/24|INVALID_WRONGASN|52444|3549|201.234.80.0/20|24
201.234.101.0/24|INVALID_WRONGASN|52255|3549|201.234.96.0/19|24
201.234.102.0/23|INVALID_WRONGASN|10753|3549|201.234.96.0/19|24
201.234.104.0/24|INVALID_WRONGASN|52444|3549|201.234.96.0/19|24
201.234.113.0/24|INVALID_WRONGASN|267815|3549|201.234.96.0/19|24
201.234.181.0/24|INVALID_WRONGASN|10753|3549|201.234.160.0/19|24
201.234.239.0/24|INVALID_WRONGASN|263223|3549|201.234.224.0/20|24
201.234.249.0/24|INVALID_WRONGASN|27953|3549|201.234.240.0/20|24
201.234.251.0/24|INVALID_WRONGASN|27953|3549|201.234.240.0/20|24
201.234.253.0/24|INVALID_WRONGASN|263756|3549|201.234.240.0/20|24
201.245.177.0/24|INVALID_WRONGASN|22368|19429|201.245.0.0/16|24
201.245.178.0/24|INVALID_WRONGASN|22368|19429|201.245.0.0/16|24
201.245.180.0/24|INVALID_WRONGASN|22368|19429|201.245.0.0/16|24
201.245.186.0/24|INVALID_WRONGASN|21578|19429|201.245.0.0/16|24
201.252.229.0/24|INVALID_WRONGASN|52371|7303|201.252.0.0/16|32
207.248.92.0/24|INVALID_MAXLEN|28100|28100|207.248.92.0/22|22
207.248.93.0/24|INVALID_MAXLEN|28100|28100|207.248.92.0/22|22
207.248.94.0/24|INVALID_MAXLEN|28100|28100|207.248.92.0/22|22
216.241.2.0/24|INVALID_WRONGASN|{27651,65552}|18747|216.241.0.0/19|24
216.241.2.0/24|INVALID_WRONGASN|{27651,65478,65552}|18747|216.241.0.0/19|24
